order_id,weather_condition,temperature,weather_impact
1303,Clear,28,0
1304,Rainy,25,15
1305,Hazy,14,5
1306,Rainy,27,15
1307,Clear,10,0
1308,Clear,30,0
1309,Foggy,14,20
1310,Foggy,25,20
1311,Rainy,44,15
1312,Clear,42,0
1313,Rainy,30,15
1314,Clear,25,0
1315,Clear,26,0
1316,Clear,44,0
1317,Clear,12,0
1318,Clear,21,0
1319,Clear,33,0
1320,Clear,42,0
1321,Hazy,30,5
1322,Rainy,9,15
1323,Rainy,11,15
1324,Foggy,10,20
1325,Clear,7,0
1326,Clear,14,0
1327,Clear,40,0
1328,Hazy,39,5
1329,Clear,24,0
1330,Clear,31,0
1331,Clear,24,0
1332,Rainy,21,15
1333,Clear,44,0
1334,Clear,17,0
1335,Foggy,8,20
1336,Clear,11,0
1337,Clear,10,0
1338,Hazy,20,5
1339,Hazy,17,5
1340,Rainy,31,15
1341,Rainy,44,15
1342,Rainy,12,15
1343,Clear,23,0
1344,Hazy,33,5
1345,Clear,9,0
1346,Clear,42,0
1347,Clear,22,0
1348,Foggy,44,20
1349,Clear,38,0
1350,Clear,8,0
1351,Clear,18,0
1352,Hazy,29,5
1353,Rainy,40,15
1354,Clear,32,0
1355,Clear,29,0
1356,Clear,13,0
1357,Rainy,8,15
1358,Rainy,20,15
1359,Foggy,7,20
1360,Clear,9,0
1361,Rainy,27,15
1362,Clear,33,0
1363,Clear,16,0
1364,Clear,39,0
1365,Rainy,10,15
1366,Clear,19,0
1367,Clear,23,0
1368,Clear,18,0
1369,Rainy,29,15
1370,Clear,44,0
1371,Clear,36,0
1372,Rainy,12,15
1373,Clear,9,0
1374,Clear,15,0
1375,Clear,5,0
1376,Clear,14,0
1377,Clear,12,0
1378,Clear,8,0
1379,Hazy,43,5
1380,Rainy,15,15
1381,Clear,9,0
1382,Clear,6,0
1383,Clear,30,0
1384,Clear,36,0
1385,Clear,15,0
1386,Clear,28,0
1387,Rainy,35,15
1388,Clear,32,0
1389,Clear,30,0
1390,Rainy,26,15
1391,Clear,20,0
1392,Clear,30,0
1393,Rainy,23,15
1394,Clear,20,0
1395,Clear,43,0
1396,Hazy,39,5
1397,Clear,38,0
1398,Foggy,17,20
1399,Hazy,5,5
1400,Hazy,10,5
1401,Clear,34,0
1402,Foggy,23,20
1403,Clear,44,0
1404,Clear,21,0
1405,Clear,39,0
1406,Clear,13,0
1407,Rainy,44,15
1408,Clear,41,0
1409,Clear,35,0
1410,Clear,12,0
1411,Clear,16,0
1412,Clear,21,0
1413,Clear,10,0
1414,Clear,33,0
1415,Clear,9,0
1416,Hazy,42,5
1417,Clear,29,0
1418,Foggy,23,20
1419,Clear,29,0
1420,Rainy,35,15
1421,Clear,38,0
1422,Rainy,23,15
1423,Clear,15,0
1424,Foggy,43,20
1425,Clear,24,0
1426,Rainy,40,15
1427,Rainy,20,15
1428,Clear,18,0
1429,Clear,36,0
1430,Rainy,10,15
1431,Rainy,6,15
1432,Clear,41,0
1433,Hazy,16,5
1434,Clear,16,0
1435,Foggy,18,20
1436,Hazy,41,5
1437,Hazy,13,5
1438,Clear,18,0
1439,Rainy,18,15
1440,Foggy,19,20
1441,Clear,40,0
1442,Rainy,22,15
1443,Rainy,20,15
1444,Clear,43,0
1445,Clear,32,0
1446,Clear,16,0
1447,Rainy,41,15
1448,Rainy,15,15
1449,Rainy,8,15
1450,Rainy,38,15
1451,Rainy,21,15
1452,Clear,40,0
1453,Clear,23,0
1454,Clear,27,0
1455,Foggy,39,20
1456,Clear,26,0
1457,Foggy,36,20
1458,Clear,18,0
1459,Clear,44,0
1460,Foggy,44,20
1461,Clear,26,0
1462,Foggy,26,20
1463,Clear,18,0
1464,Hazy,6,5
1465,Clear,19,0
1466,Foggy,25,20
1467,Clear,9,0
1468,Rainy,23,15
1469,Clear,38,0
1470,Clear,37,0
1471,Foggy,7,20
1472,Clear,9,0
1473,Clear,22,0
1474,Foggy,20,20
1475,Rainy,14,15
1476,Foggy,10,20
1477,Clear,36,0
1478,Hazy,21,5
1479,Foggy,31,20
1480,Foggy,27,20
1481,Rainy,29,15
1482,Foggy,39,20
1483,Foggy,22,20
1484,Clear,33,0
1485,Rainy,8,15
1486,Clear,24,0
1487,Rainy,16,15
1488,Clear,16,0
1489,Clear,19,0
1490,Rainy,19,15
1491,Clear,15,0
1492,Clear,25,0
1493,Foggy,32,20
1494,Foggy,42,20
1495,Clear,28,0
1496,Foggy,42,20
1497,Clear,28,0
1498,Foggy,23,20
1499,Rainy,25,15
1500,Rainy,14,15
1501,Clear,39,0
1502,Rainy,32,15
1503,Rainy,9,15
1504,Clear,17,0
1505,Clear,28,0
1506,Clear,42,0
1507,Clear,24,0
1508,Clear,29,0
1509,Clear,17,0
1510,Hazy,26,5
1511,Foggy,43,20
1512,Hazy,15,5
1513,Rainy,35,15
1514,Clear,17,0
1515,Hazy,29,5
1516,Clear,40,0
1517,Clear,41,0
1518,Clear,14,0
1519,Clear,43,0
1520,Clear,32,0
1521,Rainy,40,15
1522,Clear,31,0
1523,Clear,16,0
1524,Clear,12,0
1525,Clear,23,0
1526,Clear,31,0
1527,Foggy,21,20
1528,Rainy,23,15
1529,Rainy,20,15
1530,Hazy,21,5
1531,Rainy,42,15
1532,Clear,12,0
1533,Clear,21,0
1534,Hazy,13,5
1535,Clear,15,0
1536,Clear,34,0
1537,Rainy,16,15
1538,Clear,17,0
1539,Clear,33,0
1540,Rainy,37,15
1541,Clear,31,0
1542,Clear,18,0
1543,Clear,19,0
1544,Clear,37,0
1545,Foggy,14,20
1546,Clear,27,0
1547,Clear,41,0
1548,Rainy,38,15
1549,Rainy,21,15
1550,Clear,21,0
1551,Clear,44,0
1552,Clear,24,0
1553,Foggy,38,20
1554,Clear,22,0
1555,Clear,22,0
1556,Hazy,40,5
1557,Clear,32,0
1558,Clear,27,0
1559,Rainy,42,15
1560,Hazy,20,5
1561,Hazy,25,5
1562,Clear,17,0
1563,Hazy,22,5
1564,Foggy,13,20
1565,Clear,15,0
1566,Hazy,30,5
1567,Clear,10,0
1568,Rainy,35,15
1569,Clear,20,0
1570,Rainy,30,15
1571,Rainy,35,15
1572,Clear,25,0
1573,Foggy,39,20
1574,Clear,33,0
1575,Clear,6,0
1576,Foggy,8,20
1577,Clear,35,0
1578,Foggy,10,20
1579,Clear,34,0
1580,Rainy,16,15
1581,Clear,11,0
1582,Clear,20,0
1583,Clear,28,0
1584,Rainy,44,15
1585,Rainy,30,15
1586,Foggy,24,20
1587,Rainy,11,15
1588,Clear,38,0
1589,Rainy,8,15
1590,Rainy,22,15
1591,Rainy,23,15
1592,Foggy,39,20
1593,Clear,40,0
1594,Clear,40,0
1595,Clear,10,0
1596,Clear,12,0
1597,Clear,42,0
1598,Clear,22,0
1599,Foggy,9,20
1600,Clear,29,0
1601,Clear,8,0
1602,Clear,37,0
1603,Rainy,21,15
1604,Clear,29,0
1605,Clear,44,0
1606,Clear,18,0
1607,Rainy,25,15
1608,Clear,29,0
1609,Clear,43,0
1610,Clear,30,0
1611,Clear,30,0
1612,Clear,12,0
1613,Rainy,27,15
1614,Clear,32,0
1615,Foggy,32,20
1616,Hazy,30,5
1617,Clear,38,0
1618,Clear,6,0
1619,Clear,18,0
1620,Clear,14,0
1621,Clear,40,0
1622,Clear,40,0
1623,Clear,15,0
1624,Clear,32,0
1625,Clear,38,0
1626,Clear,33,0
1627,Rainy,14,15
1628,Clear,9,0
1629,Rainy,5,15
1630,Hazy,6,5
1631,Clear,18,0
1632,Foggy,5,20
1633,Foggy,17,20
1634,Clear,12,0
1635,Foggy,21,20
1636,Rainy,29,15
1637,Rainy,5,15
1638,Clear,19,0
1639,Clear,31,0
1640,Foggy,6,20
1641,Foggy,7,20
1642,Foggy,7,20
1643,Clear,28,0
1644,Clear,27,0
1645,Clear,19,0
1646,Rainy,13,15
1647,Clear,22,0
1648,Clear,9,0
1649,Clear,22,0
1650,Foggy,15,20
1651,Rainy,33,15
1652,Foggy,25,20
1653,Rainy,9,15
1654,Clear,11,0
1655,Rainy,15,15
1656,Clear,38,0
1657,Clear,36,0
1658,Foggy,19,20
1659,Foggy,20,20
1660,Clear,21,0
1661,Clear,19,0
1662,Clear,35,0
1663,Clear,14,0
1664,Clear,25,0
1665,Clear,42,0
1666,Clear,41,0
1667,Rainy,22,15
1668,Rainy,5,15
1669,Clear,19,0
1670,Rainy,29,15
1671,Clear,35,0
1672,Clear,44,0
1673,Rainy,23,15
1674,Clear,20,0
1675,Clear,19,0
1676,Rainy,42,15
1677,Clear,19,0
1678,Clear,39,0
1679,Hazy,41,5
1680,Clear,5,0
1681,Clear,40,0
1682,Clear,42,0
1683,Clear,13,0
1684,Clear,39,0
1685,Clear,17,0
1686,Rainy,6,15
1687,Clear,22,0
1688,Rainy,12,15
1689,Rainy,35,15
1690,Hazy,23,5
1691,Clear,21,0
1692,Rainy,6,15
1693,Clear,21,0
1694,Hazy,27,5
1695,Clear,29,0
1696,Foggy,32,20
1697,Rainy,23,15
1698,Foggy,38,20
1699,Clear,6,0
1700,Foggy,43,20
1701,Foggy,22,20
1702,Rainy,41,15
1703,Clear,13,0
1704,Foggy,41,20
1705,Clear,7,0
1706,Clear,6,0
1707,Clear,33,0
1708,Foggy,16,20
1709,Clear,17,0
1710,Hazy,18,5
1711,Clear,43,0
1712,Clear,13,0
1713,Clear,13,0
1714,Clear,30,0
1715,Hazy,31,5
1716,Clear,6,0
1717,Rainy,8,15
1718,Clear,11,0
1719,Rainy,19,15
1720,Clear,38,0
1721,Hazy,33,5
1722,Hazy,6,5
1723,Clear,39,0
1724,Hazy,29,5
1725,Foggy,5,20
1726,Foggy,39,20
1727,Clear,13,0
1728,Foggy,33,20
1729,Clear,44,0
1730,Foggy,18,20
1731,Rainy,5,15
1732,Rainy,29,15
1733,Rainy,23,15
1734,Rainy,39,15
1735,Hazy,26,5
1736,Foggy,23,20
1737,Clear,29,0
1738,Rainy,19,15
1739,Clear,26,0
1740,Foggy,23,20
1741,Foggy,39,20
1742,Rainy,40,15
1743,Clear,24,0
1744,Rainy,42,15
1745,Clear,33,0
1746,Clear,26,0
1747,Clear,29,0
1748,Clear,36,0
1749,Foggy,38,20
1750,Rainy,44,15
1751,Clear,33,0
1752,Clear,5,0
1753,Clear,28,0
1754,Foggy,20,20
1755,Clear,36,0
1756,Rainy,38,15
1757,Clear,15,0
1758,Foggy,7,20
1759,Clear,36,0
1760,Hazy,8,5
1761,Clear,35,0
1762,Foggy,27,20
1763,Clear,27,0
1764,Clear,32,0
1765,Clear,29,0
1766,Hazy,40,5
1767,Rainy,38,15
1768,Clear,24,0
1769,Foggy,16,20
1770,Clear,10,0
1771,Foggy,16,20
1772,Hazy,21,5
1773,Clear,32,0
1774,Clear,22,0
1775,Clear,29,0
1776,Rainy,42,15
1777,Foggy,41,20
1778,Foggy,26,20
1779,Rainy,25,15
1780,Rainy,33,15
1781,Clear,12,0
1782,Clear,29,0
1783,Clear,33,0
1784,Clear,15,0
1785,Foggy,10,20
1786,Clear,35,0
1787,Clear,22,0
1788,Rainy,14,15
1789,Rainy,7,15
1790,Foggy,14,20
1791,Clear,44,0
1792,Rainy,33,15
1793,Clear,42,0
1794,Rainy,25,15
1795,Foggy,19,20
1796,Foggy,14,20
1797,Clear,36,0
1798,Rainy,40,15
1799,Clear,36,0
1800,Clear,14,0
1801,Clear,23,0
1802,Foggy,5,20
1803,Clear,34,0
1804,Clear,42,0
1805,Rainy,40,15
1806,Hazy,10,5
1807,Clear,16,0
1808,Clear,43,0
1809,Hazy,7,5
1810,Clear,37,0
1811,Clear,12,0
1812,Clear,12,0
1813,Clear,26,0
1814,Clear,26,0
1815,Clear,5,0
1816,Hazy,35,5
1817,Clear,42,0
1818,Clear,18,0
1819,Foggy,13,20
1820,Clear,19,0
1821,Clear,11,0
1822,Clear,21,0
1823,Clear,9,0
1824,Clear,34,0
1825,Rainy,6,15
1826,Foggy,44,20
1827,Foggy,15,20
1828,Rainy,8,15
1829,Clear,34,0
1830,Hazy,42,5
1831,Clear,25,0
1832,Clear,6,0
1833,Rainy,13,15
1834,Clear,29,0
1835,Clear,38,0
1836,Clear,23,0
1837,Foggy,36,20
1838,Clear,5,0
1839,Rainy,37,15
1840,Clear,24,0
1841,Rainy,13,15
1842,Clear,20,0
1843,Hazy,44,5
1844,Rainy,28,15
1845,Clear,30,0
1846,Clear,33,0
1847,Rainy,8,15
1848,Foggy,17,20
1849,Clear,21,0
1850,Rainy,20,15
1851,Clear,30,0
1852,Hazy,44,5
1853,Rainy,6,15
1854,Clear,16,0
1855,Foggy,36,20
1856,Foggy,36,20
1857,Hazy,28,5
1858,Clear,27,0
1859,Hazy,16,5
1860,Clear,42,0
1861,Hazy,37,5
1862,Rainy,28,15
1863,Clear,41,0
1864,Clear,25,0
1865,Clear,21,0
1866,Clear,44,0
1867,Clear,18,0
1868,Foggy,22,20
1869,Clear,33,0
1870,Rainy,28,15
1871,Rainy,42,15
1872,Hazy,19,5
1873,Rainy,12,15
1874,Rainy,43,15
1875,Rainy,9,15
1876,Clear,18,0
1877,Rainy,39,15
1878,Clear,26,0
1879,Clear,18,0
1880,Rainy,14,15
1881,Clear,17,0
1882,Rainy,25,15
1883,Clear,28,0
1884,Clear,7,0
1885,Clear,41,0
1886,Clear,38,0
1887,Clear,37,0
1888,Foggy,24,20
1889,Hazy,40,5
1890,Clear,22,0
1891,Clear,14,0
1892,Rainy,29,15
1893,Clear,16,0
1894,Rainy,31,15
1895,Clear,9,0
1896,Clear,11,0
1897,Clear,33,0
1898,Hazy,29,5
1899,Rainy,28,15
1900,Rainy,35,15
1901,Hazy,8,5
1902,Clear,38,0
1903,Clear,8,0
1904,Rainy,5,15
1905,Rainy,39,15
1906,Rainy,11,15
1907,Clear,22,0
1908,Clear,21,0
1909,Rainy,34,15
1910,Rainy,18,15
1911,Clear,25,0
1912,Foggy,5,20
1913,Hazy,13,5
1914,Foggy,23,20
1915,Clear,39,0
1916,Clear,38,0
1917,Rainy,39,15
1918,Clear,18,0
1919,Clear,9,0
1920,Rainy,36,15
1921,Rainy,17,15
1922,Clear,32,0
1923,Hazy,29,5
1924,Clear,34,0
1925,Hazy,41,5
1926,Rainy,20,15
1927,Clear,35,0
1928,Foggy,33,20
1929,Foggy,20,20
1930,Clear,40,0
1931,Foggy,26,20
1932,Rainy,43,15
1933,Clear,30,0
1934,Clear,11,0
1935,Clear,19,0
1936,Foggy,22,20
1937,Clear,17,0
1938,Clear,27,0
1939,Foggy,38,20
1940,Clear,34,0
1941,Clear,39,0
1942,Rainy,11,15
1943,Clear,24,0
1944,Clear,12,0
1945,Rainy,36,15
1946,Hazy,20,5
1947,Foggy,19,20
1948,Clear,33,0
1949,Hazy,35,5
1950,Foggy,23,20
1951,Clear,20,0
1952,Rainy,12,15
1953,Rainy,11,15
1954,Foggy,13,20
1955,Clear,17,0
1956,Clear,17,0
1957,Clear,41,0
1958,Rainy,33,15
1959,Rainy,8,15
1960,Rainy,11,15
1961,Clear,8,0
1962,Foggy,44,20
1963,Rainy,37,15
1964,Clear,18,0
1965,Clear,37,0
1966,Foggy,24,20
1967,Hazy,22,5
1968,Rainy,10,15
1969,Rainy,39,15
1970,Clear,41,0
1971,Foggy,17,20
1972,Foggy,29,20
1973,Clear,11,0
1974,Hazy,26,5
1975,Rainy,40,15
1976,Foggy,35,20
1977,Clear,11,0
1978,Clear,44,0
1979,Clear,10,0
1980,Rainy,33,15
1981,Clear,25,0
1982,Rainy,15,15
1983,Rainy,20,15
1984,Clear,9,0
1985,Rainy,7,15
1986,Foggy,39,20
1987,Clear,36,0
1988,Clear,31,0
1989,Clear,12,0
1990,Foggy,21,20
1991,Clear,44,0
1992,Hazy,37,5
1993,Clear,40,0
1994,Clear,11,0
1995,Clear,9,0
1996,Clear,39,0
1997,Hazy,41,5
1998,Rainy,17,15
1999,Clear,24,0
2000,Clear,38,0
2001,Foggy,43,20
2002,Clear,32,0
2003,Foggy,28,20
2004,Rainy,27,15
2005,Hazy,41,5
2006,Clear,41,0
2007,Foggy,7,20
2008,Rainy,35,15
2009,Clear,35,0
2010,Rainy,28,15
2011,Hazy,6,5
2012,Rainy,35,15
2013,Clear,34,0
2014,Clear,10,0
2015,Clear,8,0
2016,Clear,28,0
2017,Clear,5,0
2018,Foggy,41,20
2019,Clear,12,0
2020,Clear,29,0
2021,Clear,41,0
2022,Clear,18,0
2023,Rainy,34,15
2024,Rainy,7,15
2025,Rainy,41,15
2026,Clear,20,0
2027,Foggy,28,20
2028,Clear,23,0
2029,Clear,25,0
2030,Foggy,35,20
2031,Clear,12,0
2032,Hazy,33,5
2033,Rainy,19,15
2034,Clear,31,0
2035,Clear,33,0
2036,Rainy,34,15
2037,Foggy,44,20
2038,Clear,6,0
2039,Clear,29,0
2040,Clear,15,0
2041,Rainy,23,15
2042,Clear,16,0
2043,Clear,11,0
2044,Rainy,8,15
2045,Rainy,39,15
2046,Clear,27,0
2047,Rainy,35,15
2048,Hazy,15,5
2049,Foggy,21,20
2050,Clear,21,0
2051,Clear,15,0
2052,Rainy,30,15
2053,Foggy,5,20
2054,Rainy,14,15
2055,Clear,27,0
2056,Clear,11,0
2057,Hazy,37,5
2058,Clear,13,0
2059,Clear,14,0
2060,Clear,9,0
2061,Clear,29,0
2062,Clear,27,0
2063,Clear,32,0
2064,Clear,39,0
2065,Clear,9,0
2066,Hazy,39,5
2067,Rainy,20,15
2068,Clear,42,0
2069,Clear,12,0
2070,Rainy,43,15
2071,Rainy,31,15
2072,Clear,35,0
2073,Clear,33,0
2074,Hazy,15,5
2075,Hazy,17,5
2076,Clear,12,0
2077,Hazy,5,5
2078,Clear,10,0
2079,Clear,18,0
2080,Foggy,8,20
2081,Rainy,30,15
2082,Clear,31,0
2083,Foggy,15,20
2084,Clear,38,0
2085,Rainy,5,15
2086,Hazy,15,5
2087,Clear,17,0
2088,Clear,12,0
2089,Clear,35,0
2090,Clear,20,0
2091,Clear,39,0
2092,Clear,14,0
2093,Rainy,42,15
2094,Clear,36,0
2095,Rainy,36,15
2096,Foggy,21,20
2097,Rainy,24,15
2098,Clear,44,0
2099,Rainy,15,15
2100,Foggy,27,20
2101,Clear,6,0
2102,Foggy,11,20
2103,Clear,42,0
2104,Foggy,41,20
2105,Rainy,19,15
2106,Rainy,15,15
2107,Clear,21,0
2108,Clear,13,0
2109,Foggy,15,20
2110,Clear,24,0
2111,Clear,12,0
2112,Clear,7,0
2113,Clear,21,0
2114,Clear,8,0
2115,Clear,33,0
2116,Rainy,43,15
2117,Clear,15,0
2118,Clear,27,0
2119,Rainy,8,15
2120,Clear,11,0
2121,Clear,27,0
2122,Clear,8,0
2123,Foggy,42,20
2124,Clear,7,0
2125,Clear,26,0
2126,Hazy,25,5
2127,Hazy,28,5
2128,Rainy,24,15
2129,Rainy,15,15
2130,Rainy,5,15
2131,Clear,24,0
2132,Clear,14,0
2133,Rainy,14,15
2134,Foggy,34,20
2135,Rainy,18,15
2136,Clear,12,0
2137,Foggy,38,20
2138,Clear,21,0
2139,Foggy,38,20
2140,Foggy,8,20
2141,Clear,12,0
2142,Clear,32,0
2143,Clear,13,0
2144,Rainy,17,15
2145,Clear,40,0
2146,Hazy,17,5
2147,Clear,32,0
2148,Clear,30,0
2149,Clear,30,0
2150,Rainy,28,15
2151,Foggy,21,20
2152,Clear,19,0
2153,Foggy,20,20
2154,Clear,44,0
2155,Rainy,43,15
2156,Clear,28,0
2157,Rainy,12,15
2158,Rainy,27,15
2159,Rainy,43,15
2160,Rainy,15,15
2161,Rainy,33,15
2162,Clear,22,0
2163,Foggy,35,20
2164,Clear,17,0
2165,Hazy,28,5
2166,Rainy,32,15
2167,Rainy,7,15
2168,Foggy,30,20
2169,Clear,12,0
2170,Foggy,14,20
2171,Clear,35,0
2172,Clear,13,0
2173,Foggy,24,20
2174,Clear,37,0
2175,Clear,27,0
2176,Hazy,20,5
2177,Clear,15,0
2178,Clear,14,0
2179,Foggy,12,20
2180,Rainy,6,15
2181,Clear,16,0
2182,Foggy,39,20
2183,Clear,36,0
2184,Foggy,37,20
2185,Clear,35,0
2186,Clear,8,0
2187,Clear,14,0
2188,Rainy,7,15
2189,Clear,24,0
2190,Clear,38,0
2191,Foggy,30,20
2192,Rainy,23,15
2193,Foggy,20,20
2194,Clear,8,0
2195,Clear,20,0
2196,Rainy,25,15
2197,Clear,9,0
2198,Clear,12,0
2199,Clear,36,0
2200,Rainy,40,15
2201,Foggy,38,20
2202,Foggy,6,20
2203,Clear,39,0
2204,Rainy,34,15
2205,Rainy,43,15
2206,Clear,15,0
2207,Clear,35,0
2208,Clear,14,0
2209,Foggy,44,20
2210,Clear,41,0
2211,Foggy,20,20
2212,Hazy,35,5
2213,Clear,44,0
2214,Foggy,25,20
2215,Rainy,17,15
2216,Rainy,22,15
2217,Foggy,41,20
2218,Foggy,39,20
2219,Clear,24,0
2220,Hazy,37,5
2221,Clear,28,0
2222,Hazy,10,5
2223,Clear,28,0
2224,Clear,44,0
2225,Rainy,20,15
2226,Clear,21,0
2227,Rainy,29,15
2228,Rainy,15,15
2229,Foggy,28,20
2230,Hazy,6,5
2231,Clear,44,0
2232,Clear,5,0
2233,Foggy,35,20
2234,Rainy,18,15
2235,Clear,44,0
2236,Foggy,14,20
2237,Rainy,17,15
2238,Clear,29,0
2239,Clear,28,0
2240,Foggy,19,20
2241,Foggy,32,20
2242,Foggy,32,20
2243,Clear,5,0
2244,Clear,14,0
2245,Rainy,18,15
2246,Rainy,22,15
2247,Rainy,13,15
2248,Clear,34,0
2249,Foggy,37,20
2250,Foggy,42,20
2251,Clear,13,0
2252,Rainy,29,15
2253,Foggy,6,20
2254,Foggy,30,20
2255,Rainy,31,15
2256,Rainy,8,15
2257,Clear,21,0
2258,Foggy,13,20
2259,Clear,37,0
2260,Clear,20,0
2261,Foggy,33,20
2262,Clear,18,0
2263,Rainy,22,15
2264,Clear,7,0
2265,Rainy,12,15
2266,Foggy,5,20
2267,Rainy,17,15
2268,Clear,21,0
2269,Rainy,36,15
2270,Rainy,33,15
2271,Clear,31,0
2272,Clear,32,0
2273,Clear,11,0
2274,Clear,13,0
2275,Foggy,30,20
2276,Clear,15,0
2277,Foggy,27,20
2278,Hazy,39,5
2279,Clear,13,0
2280,Rainy,18,15
2281,Hazy,44,5
2282,Hazy,16,5
2283,Clear,18,0
2284,Clear,11,0
2285,Foggy,12,20
2286,Clear,9,0
2287,Clear,24,0
2288,Rainy,34,15
2289,Clear,13,0
2290,Rainy,36,15
2291,Hazy,14,5
2292,Clear,6,0
2293,Hazy,8,5
2294,Clear,10,0
2295,Foggy,18,20
2296,Rainy,43,15
2297,Clear,7,0
2298,Foggy,18,20
2299,Foggy,28,20
2300,Foggy,31,20
2301,Hazy,13,5
2302,Hazy,23,5
2303,Clear,22,0
2304,Clear,44,0
2305,Clear,12,0
2306,Rainy,44,15
2307,Foggy,7,20
2308,Rainy,32,15
2309,Hazy,40,5
2310,Clear,12,0
2311,Clear,17,0
2312,Clear,36,0
2313,Foggy,16,20
2314,Clear,44,0
2315,Rainy,22,15
2316,Foggy,25,20
2317,Clear,17,0
2318,Hazy,42,5
2319,Clear,44,0
2320,Clear,5,0
2321,Clear,13,0
2322,Clear,40,0
2323,Clear,7,0
2324,Foggy,24,20
2325,Rainy,26,15
2326,Clear,9,0
2327,Clear,31,0
2328,Hazy,30,5
2329,Clear,38,0
2330,Hazy,19,5
2331,Clear,12,0
2332,Clear,12,0
2333,Clear,32,0
2334,Clear,13,0
2335,Rainy,26,15
2336,Rainy,11,15
2337,Foggy,10,20
2338,Rainy,30,15
2339,Clear,30,0
2340,Clear,33,0
2341,Foggy,7,20
2342,Clear,8,0
2343,Clear,19,0
2344,Clear,33,0
2345,Clear,36,0
2346,Foggy,38,20
2347,Rainy,36,15
2348,Clear,23,0
2349,Hazy,22,5
2350,Rainy,22,15
2351,Clear,13,0
2352,Clear,42,0
2353,Hazy,17,5
2354,Rainy,10,15
2355,Clear,30,0
2356,Clear,20,0
2357,Foggy,21,20
2358,Clear,19,0
2359,Clear,5,0
2360,Clear,5,0
2361,Rainy,14,15
2362,Clear,24,0
2363,Clear,42,0
2364,Rainy,38,15
2365,Clear,28,0
2366,Rainy,6,15
2367,Hazy,13,5
2368,Foggy,13,20
2369,Foggy,8,20
2370,Hazy,30,5
2371,Clear,42,0
2372,Hazy,22,5
2373,Clear,40,0
2374,Clear,22,0
2375,Rainy,35,15
2376,Rainy,23,15
2377,Clear,39,0
2378,Clear,27,0
2379,Hazy,37,5
2380,Clear,38,0
2381,Clear,31,0
2382,Rainy,27,15
2383,Rainy,9,15
2384,Rainy,20,15
2385,Rainy,20,15
2386,Clear,6,0
2387,Clear,17,0
2388,Foggy,28,20
2389,Foggy,7,20
2390,Rainy,31,15
2391,Clear,8,0
2392,Clear,18,0
2393,Clear,12,0
2394,Clear,41,0
2395,Clear,5,0
2396,Rainy,15,15
2397,Clear,11,0
2398,Foggy,11,20
2399,Foggy,39,20
2400,Hazy,17,5
2401,Clear,19,0
2402,Clear,38,0
2403,Clear,32,0
2404,Clear,44,0
2405,Clear,32,0
2406,Rainy,5,15
2407,Clear,12,0
2408,Foggy,5,20
2409,Foggy,44,20
2410,Clear,7,0
2411,Clear,5,0
2412,Clear,20,0
2413,Rainy,34,15
2414,Clear,12,0
2415,Rainy,26,15
2416,Clear,31,0
2417,Clear,20,0
2418,Clear,43,0
2419,Clear,9,0
2420,Clear,44,0
2421,Clear,40,0
2422,Clear,37,0
2423,Clear,20,0
2424,Rainy,39,15
2425,Foggy,23,20
2426,Rainy,8,15
2427,Clear,40,0
2428,Clear,43,0
2429,Hazy,12,5
2430,Clear,39,0
2431,Clear,32,0
2432,Rainy,28,15
2433,Clear,29,0
2434,Clear,11,0
2435,Clear,42,0
2436,Rainy,8,15
2437,Clear,44,0
2438,Clear,28,0
2439,Hazy,5,5
2440,Clear,17,0
2441,Rainy,16,15
2442,Foggy,17,20
2443,Clear,39,0
2444,Hazy,8,5
2445,Clear,17,0
2446,Clear,13,0
2447,Clear,13,0
2448,Hazy,17,5
2449,Foggy,17,20
2450,Hazy,19,5
2451,Rainy,17,15
2452,Rainy,32,15
2453,Clear,32,0
2454,Clear,35,0
2455,Rainy,30,15
2456,Clear,31,0
2457,Clear,33,0
2458,Clear,31,0
2459,Rainy,38,15
2460,Clear,5,0
2461,Clear,26,0
2462,Foggy,15,20
2463,Clear,15,0
2464,Clear,6,0
2465,Rainy,5,15
2466,Foggy,42,20
2467,Rainy,11,15
2468,Clear,20,0
2469,Hazy,38,5
2470,Rainy,36,15
2471,Foggy,43,20
2472,Clear,34,0
2473,Hazy,14,5
2474,Hazy,42,5
2475,Clear,23,0
2476,Rainy,6,15
2477,Rainy,13,15
2478,Clear,27,0
2479,Clear,41,0
2480,Foggy,5,20
2481,Clear,34,0
2482,Rainy,28,15
2483,Clear,29,0
2484,Rainy,17,15
2485,Clear,32,0
2486,Clear,26,0
2487,Clear,38,0
2488,Clear,34,0
2489,Foggy,23,20
2490,Foggy,33,20
2491,Rainy,33,15
2492,Clear,24,0
2493,Clear,35,0
2494,Hazy,44,5
2495,Clear,22,0
2496,Hazy,25,5
2497,Clear,26,0
2498,Clear,10,0
2499,Clear,30,0
2500,Hazy,32,5
2501,Foggy,36,20
2502,Clear,25,0
2503,Clear,23,0
2504,Clear,6,0
2505,Clear,38,0
2506,Rainy,24,15
2507,Rainy,5,15
2508,Rainy,5,15
2509,Clear,22,0
2510,Foggy,43,20
2511,Rainy,24,15
2512,Clear,23,0
2513,Rainy,17,15
2514,Foggy,22,20
2515,Hazy,33,5
2516,Clear,13,0
2517,Clear,16,0
2518,Clear,24,0
2519,Clear,8,0
2520,Foggy,37,20
