order_id,customer_lat,customer_lon,distance,order_weight,traffic_delay,temperature,weather_impact,time_of_day_Afternoon,time_of_day_Evening,time_of_day_Morning,traffic_condition_High,traffic_condition_Low,traffic_condition_Medium,weather_condition_Clear,weather_condition_Foggy,weather_condition_Hazy,weather_condition_Rainy
2165,28.700018,77.111409,3.14,5.27,10,28,5,True,False,False,False,False,True,False,False,True,False
2166,28.630997,77.292034,3.47,9.55,10,32,15,False,True,False,False,True,False,False,False,False,True
2167,28.54419,77.051134,4.94,9.45,5,7,15,True,False,False,False,True,False,False,False,False,True
2168,28.57767,77.028023,5.0,7.05,5,30,20,True,False,False,False,True,False,False,True,False,False
2169,28.521504,77.293432,4.74,3.67,5,12,0,True,False,False,False,True,False,True,False,False,False
2170,28.674428,77.027528,7.36,5.98,10,14,20,True,False,False,False,False,True,False,True,False,False
2171,28.658338,77.174597,2.62,6.33,30,35,0,False,True,False,True,False,False,True,False,False,False
2172,28.514293,77.219938,5.17,5.41,15,13,0,False,False,True,True,False,False,True,False,False,False
2173,28.70201,77.175384,6.44,5.92,5,24,20,True,False,False,False,True,False,False,True,False,False
2174,28.633046,77.159186,1.0,7.32,30,37,0,False,True,False,True,False,False,True,False,False,False
2175,28.675507,77.20523,5.79,3.05,15,27,0,False,False,True,True,False,False,True,False,False,False
2176,28.683919,77.260474,3.98,7.08,10,20,5,True,False,False,False,False,True,False,False,True,False
2177,28.679332,77.305366,2.72,9.88,5,15,0,False,False,True,False,True,False,True,False,False,False
2178,28.640156,77.037003,6.39,3.0,15,14,0,False,False,True,True,False,False,True,False,False,False
2179,28.680404,77.283024,3.66,7.55,10,12,20,True,False,False,False,False,True,False,True,False,False
2180,28.543523,77.217638,2.81,8.73,5,6,15,True,False,False,False,True,False,False,False,False,True
2181,28.692199,77.066781,7.04,7.65,15,16,0,False,False,True,True,False,False,True,False,False,False
2182,28.674177,77.284225,2.58,8.76,5,39,20,True,False,False,False,True,False,False,True,False,False
2183,28.689806,77.265953,4.19,2.8,20,36,0,False,True,False,False,False,True,True,False,False,False
2184,28.645035,77.1152,1.24,6.64,20,37,20,False,True,False,False,False,True,False,True,False,False
2185,28.514917,77.172938,4.66,5.58,5,35,0,False,False,True,False,True,False,True,False,False,False
2186,28.521946,77.17562,5.19,0.66,5,8,0,True,False,False,False,True,False,True,False,False,False
2187,28.569163,77.050329,6.74,2.18,30,14,0,False,True,False,True,False,False,True,False,False,False
2188,28.657753,77.060537,3.7,2.58,10,7,15,True,False,False,False,False,True,False,False,False,True
2189,28.623707,77.044781,6.04,3.73,30,24,0,False,True,False,True,False,False,True,False,False,False
2190,28.562175,77.108216,7.91,7.6,5,38,0,False,False,True,False,True,False,True,False,False,False
2191,28.625994,77.150945,4.25,1.2,10,30,20,True,False,False,False,False,True,False,True,False,False
2192,28.593525,77.305186,3.71,5.78,5,23,15,True,False,False,False,True,False,False,False,False,True
2193,28.659703,77.102615,6.07,5.75,20,20,20,False,True,False,False,False,True,False,True,False,False
2194,28.669246,77.05025,5.87,6.83,5,8,0,True,False,False,False,True,False,True,False,False,False
2195,28.630312,77.181253,3.17,3.85,5,20,0,True,False,False,False,True,False,True,False,False,False
2196,28.627819,77.103915,3.84,5.81,10,25,15,False,False,True,False,False,True,False,False,False,True
2197,28.578395,77.049532,5.07,9.84,5,9,0,True,False,False,False,True,False,True,False,False,False
2198,28.582881,77.108401,5.73,3.82,10,12,0,True,False,False,False,False,True,True,False,False,False
2199,28.680949,77.192882,4.72,2.13,15,36,0,False,False,True,True,False,False,True,False,False,False
2200,28.652805,77.195078,6.99,7.58,5,40,15,False,False,True,False,True,False,False,False,False,True
2201,28.577704,77.087705,5.39,7.52,20,38,20,False,True,False,False,False,True,False,True,False,False
2202,28.602207,77.263433,4.34,0.86,10,6,20,False,False,True,False,False,True,False,True,False,False
2203,28.662691,77.122852,5.05,9.11,5,39,0,False,False,True,False,True,False,True,False,False,False
2204,28.69008,77.29476,8.34,4.77,5,34,15,False,False,True,False,True,False,False,False,False,True
2205,28.532773,77.135009,6.53,6.04,5,43,15,True,False,False,False,True,False,False,False,False,True
2206,28.628559,77.042188,4.57,0.99,10,15,0,True,False,False,False,False,True,True,False,False,False
2207,28.637884,77.147499,3.89,2.74,20,35,0,False,True,False,False,False,True,True,False,False,False
2208,28.660653,77.145637,7.9,4.88,5,14,0,True,False,False,False,True,False,True,False,False,False
2209,28.670363,77.224813,4.8,3.82,15,44,20,False,False,True,True,False,False,False,True,False,False
2210,28.686517,77.137534,5.76,3.62,5,41,0,True,False,False,False,True,False,True,False,False,False
2211,28.528977,77.119737,6.54,8.4,20,20,20,False,True,False,False,False,True,False,True,False,False
2212,28.585581,77.07531,9.04,7.15,5,35,5,True,False,False,False,True,False,False,False,True,False
2213,28.63822,77.060272,5.05,1.55,10,44,0,False,False,True,False,False,True,True,False,False,False
2214,28.533095,77.249022,4.88,6.48,10,25,20,False,False,True,False,False,True,False,True,False,False
2215,28.561029,77.2438,5.48,6.85,30,17,15,False,True,False,True,False,False,False,False,False,True
2216,28.635582,77.261296,6.91,6.06,5,22,15,False,False,True,False,True,False,False,False,False,True
2217,28.636547,77.269005,2.3,4.77,10,41,20,True,False,False,False,False,True,False,True,False,False
2218,28.594552,77.269634,7.34,9.47,5,39,20,True,False,False,False,True,False,False,True,False,False
2219,28.670429,77.157401,8.23,1.17,5,24,0,False,False,True,False,True,False,True,False,False,False
2220,28.585088,77.062551,8.5,0.78,5,37,5,True,False,False,False,True,False,False,False,True,False
2221,28.655444,77.031632,6.47,6.32,10,28,0,False,False,True,False,False,True,True,False,False,False
2222,28.570019,77.16267,8.46,8.52,10,10,5,False,True,False,False,True,False,False,False,True,False
2223,28.675789,77.243237,5.72,5.43,30,28,0,False,True,False,True,False,False,True,False,False,False
2224,28.606099,77.077466,1.91,6.1,5,44,0,True,False,False,False,True,False,True,False,False,False
2225,28.606402,77.15321,7.95,0.54,20,20,15,False,True,False,False,False,True,False,False,False,True
2226,28.684684,77.069493,7.67,8.71,10,21,0,False,True,False,False,True,False,True,False,False,False
2227,28.664996,77.060654,6.53,6.33,20,29,15,False,True,False,False,False,True,False,False,False,True
2228,28.636669,77.084953,10.7,1.46,5,15,15,True,False,False,False,True,False,False,False,False,True
2229,28.677915,77.219007,3.12,5.49,30,28,20,False,True,False,True,False,False,False,True,False,False
2230,28.545701,77.178721,7.44,9.16,5,6,5,False,False,True,False,True,False,False,False,True,False
2231,28.557686,77.185721,10.74,0.79,5,44,0,True,False,False,False,True,False,True,False,False,False
2232,28.653612,77.161664,8.11,3.36,5,5,0,True,False,False,False,True,False,True,False,False,False
2233,28.687122,77.163864,5.67,5.35,5,35,20,True,False,False,False,True,False,False,True,False,False
2234,28.668628,77.235135,1.68,5.5,5,18,15,True,False,False,False,True,False,False,False,False,True
2235,28.66718,77.233618,7.14,7.8,5,44,0,True,False,False,False,True,False,True,False,False,False
2236,28.593643,77.06957,3.48,5.76,5,14,20,True,False,False,False,True,False,False,True,False,False
2237,28.672774,77.174767,4.08,2.45,5,17,15,True,False,False,False,True,False,False,False,False,True
2238,28.659952,77.145243,3.79,2.45,30,29,0,False,True,False,True,False,False,True,False,False,False
2239,28.624265,77.056509,5.44,3.15,15,28,0,False,False,True,True,False,False,True,False,False,False
2240,28.645482,77.175983,2.35,5.7,20,19,20,False,True,False,False,False,True,False,True,False,False
2241,28.539435,77.046355,3.98,8.03,30,32,20,False,True,False,True,False,False,False,True,False,False
2242,28.70395,77.208865,6.26,2.14,5,32,20,False,False,True,False,True,False,False,True,False,False
2243,28.687295,77.077233,4.89,4.51,5,5,0,False,False,True,False,True,False,True,False,False,False
2244,28.656925,77.255385,6.68,3.87,10,14,0,True,False,False,False,False,True,True,False,False,False
2245,28.683173,77.110601,6.45,3.48,20,18,15,False,True,False,False,False,True,False,False,False,True
2246,28.548217,77.177632,7.41,5.91,5,22,15,True,False,False,False,True,False,False,False,False,True
2247,28.569385,77.065134,4.09,1.02,5,13,15,True,False,False,False,True,False,False,False,False,True
2248,28.527842,77.280898,5.29,2.2,5,34,0,True,False,False,False,True,False,True,False,False,False
2249,28.625237,77.230022,4.35,0.94,5,37,20,True,False,False,False,True,False,False,True,False,False
2250,28.675244,77.049129,6.19,4.06,30,42,20,False,True,False,True,False,False,False,True,False,False
2251,28.649392,77.128322,6.04,6.12,5,13,0,True,False,False,False,True,False,True,False,False,False
2252,28.636881,77.281541,3.54,9.0,5,29,15,True,False,False,False,True,False,False,False,False,True
2253,28.660448,77.027941,3.45,0.77,5,6,20,True,False,False,False,True,False,False,True,False,False
2254,28.568618,77.306816,1.0,7.48,5,30,20,False,False,True,False,True,False,False,True,False,False
2255,28.549488,77.048397,6.1,4.11,5,31,15,False,False,True,False,True,False,False,False,False,True
2256,28.70294,77.292883,5.2,4.78,20,8,15,False,True,False,False,False,True,False,False,False,True
2257,28.691231,77.141723,1.84,7.04,5,21,0,True,False,False,False,True,False,True,False,False,False
2258,28.596814,77.130204,5.8,8.4,10,13,20,False,False,True,False,False,True,False,True,False,False
2259,28.693778,77.084149,4.65,9.48,20,37,0,False,True,False,False,False,True,True,False,False,False
2260,28.632459,77.197365,6.46,2.92,10,20,0,True,False,False,False,False,True,True,False,False,False
2261,28.700981,77.13912,4.31,5.42,10,33,20,False,False,True,False,False,True,False,True,False,False
2262,28.697379,77.085937,9.03,2.5,5,18,0,True,False,False,False,True,False,True,False,False,False
2263,28.689577,77.187162,3.12,1.05,5,22,15,False,False,True,False,True,False,False,False,False,True
2264,28.559295,77.153378,4.93,9.55,30,7,0,False,True,False,True,False,False,True,False,False,False
2265,28.530055,77.273625,3.63,9.57,10,12,15,True,False,False,False,False,True,False,False,False,True
2266,28.553298,77.275766,2.29,0.58,5,5,20,True,False,False,False,True,False,False,True,False,False
2267,28.539431,77.175422,1.0,7.81,30,17,15,False,True,False,True,False,False,False,False,False,True
2268,28.670821,77.051333,6.39,8.07,15,21,0,False,False,True,True,False,False,True,False,False,False
2269,28.533478,77.274004,3.65,5.44,5,36,15,True,False,False,False,True,False,False,False,False,True
2270,28.620416,77.188897,1.59,9.65,10,33,15,False,False,True,False,False,True,False,False,False,True
2271,28.683493,77.080774,6.91,1.24,10,31,0,False,False,True,False,False,True,True,False,False,False
2272,28.688243,77.091222,8.39,1.81,30,32,0,False,True,False,True,False,False,True,False,False,False
2273,28.686079,77.189442,7.3,6.99,5,11,0,False,False,True,False,True,False,True,False,False,False
2274,28.614069,77.215996,6.3,2.53,30,13,0,False,True,False,True,False,False,True,False,False,False
2275,28.561139,77.101685,7.66,1.28,10,30,20,True,False,False,False,False,True,False,True,False,False
2276,28.632661,77.199767,7.23,9.05,10,15,0,True,False,False,False,False,True,True,False,False,False
2277,28.696696,77.10595,2.33,6.76,10,27,20,False,False,True,False,False,True,False,True,False,False
2278,28.513867,77.071815,4.32,9.63,10,39,5,False,False,True,False,False,True,False,False,True,False
2279,28.656148,77.045392,3.46,4.03,5,13,0,False,False,True,False,True,False,True,False,False,False
2280,28.687524,77.185703,4.35,7.47,30,18,15,False,True,False,True,False,False,False,False,False,True
2281,28.61096,77.181501,7.59,6.79,5,44,5,True,False,False,False,True,False,False,False,True,False
2282,28.535939,77.039833,2.64,9.43,20,16,5,False,True,False,False,False,True,False,False,True,False
2283,28.620958,77.093936,4.19,6.55,5,18,0,True,False,False,False,True,False,True,False,False,False
2284,28.550459,77.125282,5.37,4.03,5,11,0,True,False,False,False,True,False,True,False,False,False
2285,28.517336,77.187903,3.12,9.5,5,12,20,False,False,True,False,True,False,False,True,False,False
2286,28.575248,77.21864,5.32,0.52,5,9,0,True,False,False,False,True,False,True,False,False,False
2287,28.585783,77.086877,2.87,9.97,5,24,0,True,False,False,False,True,False,True,False,False,False
2288,28.649727,77.129831,4.83,3.02,5,34,15,False,False,True,False,True,False,False,False,False,True
2289,28.677499,77.168321,5.06,4.67,30,13,0,False,True,False,True,False,False,True,False,False,False
2290,28.605259,77.235699,3.93,4.62,5,36,15,True,False,False,False,True,False,False,False,False,True
2291,28.554592,77.125774,5.85,9.41,10,14,5,False,True,False,False,True,False,False,False,True,False
2292,28.631857,77.03353,5.16,2.35,5,6,0,True,False,False,False,True,False,True,False,False,False
2293,28.680607,77.237192,5.69,5.12,5,8,5,True,False,False,False,True,False,False,False,True,False
2294,28.688618,77.237972,3.44,3.2,5,10,0,True,False,False,False,True,False,True,False,False,False
2295,28.555253,77.219019,7.99,7.72,20,18,20,False,True,False,False,False,True,False,True,False,False
2296,28.564384,77.268976,2.3,1.01,5,43,15,True,False,False,False,True,False,False,False,False,True
2297,28.572735,77.197112,7.6,7.71,5,7,0,True,False,False,False,True,False,True,False,False,False
2298,28.641817,77.213713,8.39,5.9,10,18,20,True,False,False,False,False,True,False,True,False,False
2299,28.603591,77.253107,5.05,7.41,5,28,20,False,False,True,False,True,False,False,True,False,False
2300,28.558342,77.140508,2.59,7.76,5,31,20,True,False,False,False,True,False,False,True,False,False
2301,28.599531,77.25896,3.64,8.34,10,13,5,False,False,True,False,False,True,False,False,True,False
2302,28.665079,77.041249,4.9,4.98,5,23,5,True,False,False,False,True,False,False,False,True,False
2303,28.686112,77.255133,1.0,1.0,10,22,0,True,False,False,False,False,True,True,False,False,False
2304,28.595308,77.170944,5.24,3.12,10,44,0,False,True,False,False,True,False,True,False,False,False
2305,28.563858,77.174778,4.27,7.59,5,12,0,True,False,False,False,True,False,True,False,False,False
2306,28.620132,77.064898,5.73,2.44,15,44,15,False,False,True,True,False,False,False,False,False,True
2307,28.698606,77.074207,4.49,9.91,20,7,20,False,True,False,False,False,True,False,True,False,False
2308,28.612909,77.20469,5.97,6.99,5,32,15,False,False,True,False,True,False,False,False,False,True
2309,28.559497,77.298011,5.56,3.62,5,40,5,True,False,False,False,True,False,False,False,True,False
2310,28.669781,77.154223,7.63,5.13,15,12,0,False,False,True,True,False,False,True,False,False,False
2311,28.625922,77.036473,9.14,5.74,20,17,0,False,True,False,False,False,True,True,False,False,False
2312,28.698226,77.107446,4.51,5.69,5,36,0,True,False,False,False,True,False,True,False,False,False
2313,28.631413,77.270874,2.91,7.39,5,16,20,True,False,False,False,True,False,False,True,False,False
2314,28.598218,77.050627,7.99,3.52,5,44,0,True,False,False,False,True,False,True,False,False,False
2315,28.544278,77.228131,1.78,3.83,5,22,15,True,False,False,False,True,False,False,False,False,True
2316,28.596545,77.196582,3.8,6.32,10,25,20,True,False,False,False,False,True,False,True,False,False
2317,28.550544,77.04176,5.68,2.7,5,17,0,True,False,False,False,True,False,True,False,False,False
2318,28.586458,77.295304,7.49,7.37,5,42,5,False,False,True,False,True,False,False,False,True,False
2319,28.632197,77.154253,6.98,2.46,10,44,0,False,False,True,False,False,True,True,False,False,False
2320,28.675347,77.030663,4.3,8.98,30,5,0,False,True,False,True,False,False,True,False,False,False
2321,28.568421,77.298814,4.95,8.33,10,13,0,True,False,False,False,False,True,True,False,False,False
2322,28.64743,77.095594,3.17,2.58,10,40,0,False,False,True,False,False,True,True,False,False,False
2323,28.67476,77.260739,6.01,4.62,5,7,0,True,False,False,False,True,False,True,False,False,False
2324,28.620064,77.143004,2.85,4.0,20,24,20,False,True,False,False,False,True,False,True,False,False
2325,28.530894,77.085243,6.58,4.18,5,26,15,False,False,True,False,True,False,False,False,False,True
2326,28.525341,77.100796,5.53,9.28,10,9,0,False,True,False,False,True,False,True,False,False,False
2327,28.584258,77.30634,1.0,9.68,10,31,0,True,False,False,False,False,True,True,False,False,False
2328,28.646017,77.114371,7.58,8.99,30,30,5,False,True,False,True,False,False,False,False,True,False
2329,28.562553,77.164658,6.74,7.05,10,38,0,True,False,False,False,False,True,True,False,False,False
2330,28.570804,77.138387,4.73,2.06,10,19,5,True,False,False,False,False,True,False,False,True,False
2331,28.554222,77.252577,5.41,4.76,5,12,0,True,False,False,False,True,False,True,False,False,False
2332,28.580569,77.160522,3.32,8.89,10,12,0,True,False,False,False,False,True,True,False,False,False
2333,28.603229,77.286743,5.22,8.63,10,32,0,False,False,True,False,False,True,True,False,False,False
2334,28.663324,77.10329,6.34,7.36,20,13,0,False,True,False,False,False,True,True,False,False,False
2335,28.608144,77.138399,3.57,2.6,15,26,15,False,False,True,True,False,False,False,False,False,True
2336,28.649746,77.081836,5.07,5.17,5,11,15,False,False,True,False,True,False,False,False,False,True
2337,28.57924,77.281906,1.0,1.66,5,10,20,True,False,False,False,True,False,False,True,False,False
2338,28.643011,77.185122,5.69,2.39,30,30,15,False,True,False,True,False,False,False,False,False,True
2339,28.54199,77.20727,6.0,8.99,5,30,0,True,False,False,False,True,False,True,False,False,False
2340,28.619123,77.097422,8.38,8.88,20,33,0,False,True,False,False,False,True,True,False,False,False
2341,28.57798,77.144355,6.56,3.51,10,7,20,False,True,False,False,True,False,False,True,False,False
2342,28.587869,77.066522,4.34,4.47,20,8,0,False,True,False,False,False,True,True,False,False,False
2343,28.688127,77.140129,8.99,1.16,5,19,0,True,False,False,False,True,False,True,False,False,False
2344,28.623313,77.27754,3.75,7.62,5,33,0,True,False,False,False,True,False,True,False,False,False
2345,28.612592,77.028338,2.99,4.17,5,36,0,False,False,True,False,True,False,True,False,False,False
2346,28.682397,77.038468,6.56,6.45,30,38,20,False,True,False,True,False,False,False,True,False,False
2347,28.58972,77.143511,3.85,2.03,10,36,15,True,False,False,False,False,True,False,False,False,True
2348,28.643396,77.180543,5.55,7.33,15,23,0,False,False,True,True,False,False,True,False,False,False
2349,28.590889,77.240758,5.4,7.94,15,22,5,False,False,True,True,False,False,False,False,True,False
2350,28.532541,77.130228,7.07,7.32,30,22,15,False,True,False,True,False,False,False,False,False,True
2351,28.555623,77.10787,5.16,5.93,5,13,0,True,False,False,False,True,False,True,False,False,False
2352,28.588151,77.098485,3.78,0.59,10,42,0,False,False,True,False,False,True,True,False,False,False
2353,28.555083,77.081917,6.61,1.31,10,17,5,False,True,False,False,True,False,False,False,True,False
2354,28.577364,77.166273,8.97,3.18,5,10,15,True,False,False,False,True,False,False,False,False,True
2355,28.676798,77.159663,4.28,4.5,5,30,0,True,False,False,False,True,False,True,False,False,False
2356,28.570373,77.063827,3.77,3.33,10,20,0,True,False,False,False,False,True,True,False,False,False
2357,28.637225,77.059642,3.32,9.67,5,21,20,True,False,False,False,True,False,False,True,False,False
2358,28.639333,77.185753,3.76,9.95,15,19,0,False,False,True,True,False,False,True,False,False,False
2359,28.671006,77.029272,4.57,4.05,5,5,0,True,False,False,False,True,False,True,False,False,False
2360,28.529323,77.157677,6.63,4.41,30,5,0,False,True,False,True,False,False,True,False,False,False
2361,28.673334,77.265969,3.69,9.31,10,14,15,False,False,True,False,False,True,False,False,False,True
2362,28.620426,77.078539,5.13,3.17,5,24,0,False,False,True,False,True,False,True,False,False,False
2363,28.671716,77.174228,5.28,2.35,5,42,0,False,False,True,False,True,False,True,False,False,False
2364,28.522632,77.162334,3.58,3.6,5,38,15,True,False,False,False,True,False,False,False,False,True
2365,28.702345,77.306709,8.46,6.99,5,28,0,True,False,False,False,True,False,True,False,False,False
2366,28.55064,77.263911,4.48,6.23,10,6,15,False,True,False,False,True,False,False,False,False,True
2367,28.590627,77.243994,6.64,0.64,10,13,5,True,False,False,False,False,True,False,False,True,False
2368,28.645351,77.047046,5.9,7.46,10,13,20,False,False,True,False,False,True,False,True,False,False
2369,28.601298,77.08084,3.8,2.49,5,8,20,True,False,False,False,True,False,False,True,False,False
2370,28.610316,77.218677,2.95,4.77,5,30,5,True,False,False,False,True,False,False,False,True,False
2371,28.562615,77.119376,6.12,8.74,20,42,0,False,True,False,False,False,True,True,False,False,False
2372,28.525914,77.281534,6.29,4.43,10,22,5,True,False,False,False,False,True,False,False,True,False
2373,28.566824,77.234469,5.25,3.44,5,40,0,True,False,False,False,True,False,True,False,False,False
2374,28.64116,77.256535,4.18,1.48,30,22,0,False,True,False,True,False,False,True,False,False,False
2375,28.672713,77.186229,6.28,8.73,30,35,15,False,True,False,True,False,False,False,False,False,True
2376,28.538949,77.201913,5.3,6.29,5,23,15,True,False,False,False,True,False,False,False,False,True
2377,28.586456,77.300455,6.03,8.78,10,39,0,False,True,False,False,True,False,True,False,False,False
2378,28.651233,77.232985,8.05,1.39,20,27,0,False,True,False,False,False,True,True,False,False,False
2379,28.665621,77.102548,4.21,9.78,10,37,5,False,False,True,False,False,True,False,False,True,False
2380,28.599472,77.115348,6.19,1.87,10,38,0,False,True,False,False,True,False,True,False,False,False
2381,28.564164,77.090543,5.33,1.04,5,31,0,True,False,False,False,True,False,True,False,False,False
2382,28.598568,77.234518,5.22,4.62,10,27,15,False,False,True,False,False,True,False,False,False,True
2383,28.694402,77.148532,6.33,3.45,10,9,15,True,False,False,False,False,True,False,False,False,True
2384,28.700878,77.25913,2.77,7.04,20,20,15,False,True,False,False,False,True,False,False,False,True
2385,28.601846,77.18786,5.07,5.75,10,20,15,True,False,False,False,False,True,False,False,False,True
2386,28.578016,77.303548,3.57,9.84,5,6,0,True,False,False,False,True,False,True,False,False,False
2387,28.667159,77.226812,6.22,5.99,5,17,0,True,False,False,False,True,False,True,False,False,False
2388,28.66576,77.299469,3.53,5.11,5,28,20,True,False,False,False,True,False,False,True,False,False
2389,28.702607,77.241032,4.03,4.08,10,7,20,True,False,False,False,False,True,False,True,False,False
2390,28.606247,77.068802,4.03,4.0,15,31,15,False,False,True,True,False,False,False,False,False,True
2391,28.661696,77.269986,9.06,4.18,5,8,0,False,False,True,False,True,False,True,False,False,False
2392,28.518614,77.178595,3.81,2.84,10,18,0,True,False,False,False,False,True,True,False,False,False
2393,28.659708,77.167958,8.86,6.97,20,12,0,False,True,False,False,False,True,True,False,False,False
2394,28.559825,77.280745,6.74,2.74,20,41,0,False,True,False,False,False,True,True,False,False,False
2395,28.625205,77.067732,5.57,7.81,5,5,0,True,False,False,False,True,False,True,False,False,False
2396,28.664729,77.161496,4.98,8.75,5,15,15,True,False,False,False,True,False,False,False,False,True
2397,28.581609,77.262271,6.39,1.69,30,11,0,False,True,False,True,False,False,True,False,False,False
2398,28.651562,77.212357,6.03,3.87,5,11,20,True,False,False,False,True,False,False,True,False,False
2399,28.613817,77.09755,2.98,5.41,5,39,20,True,False,False,False,True,False,False,True,False,False
2400,28.527961,77.042075,3.14,8.45,5,17,5,True,False,False,False,True,False,False,False,True,False
2401,28.551637,77.144903,7.16,9.32,10,19,0,True,False,False,False,False,True,True,False,False,False
2402,28.546701,77.121005,7.92,5.08,20,38,0,False,True,False,False,False,True,True,False,False,False
2403,28.527559,77.275045,3.72,0.62,30,32,0,False,True,False,True,False,False,True,False,False,False
2404,28.687073,77.198965,3.27,5.63,5,44,0,True,False,False,False,True,False,True,False,False,False
2405,28.653654,77.223201,7.24,3.37,20,32,0,False,True,False,False,False,True,True,False,False,False
2406,28.528778,77.289431,7.46,4.31,20,5,15,False,True,False,False,False,True,False,False,False,True
2407,28.679065,77.189259,6.57,5.41,5,12,0,False,False,True,False,True,False,True,False,False,False
2408,28.56377,77.263625,3.64,6.78,20,5,20,False,True,False,False,False,True,False,True,False,False
2409,28.533941,77.278411,4.88,4.64,10,44,20,False,False,True,False,False,True,False,True,False,False
2410,28.570412,77.093027,7.55,5.31,10,7,0,True,False,False,False,False,True,True,False,False,False
2411,28.529512,77.187915,2.67,1.56,10,5,0,True,False,False,False,False,True,True,False,False,False
2412,28.522962,77.100866,8.07,3.1,10,20,0,True,False,False,False,False,True,True,False,False,False
2413,28.538164,77.049828,5.06,2.43,5,34,15,True,False,False,False,True,False,False,False,False,True
2414,28.560544,77.285588,2.51,1.1,5,12,0,True,False,False,False,True,False,True,False,False,False
2415,28.546605,77.086295,5.98,5.0,10,26,15,False,True,False,False,True,False,False,False,False,True
2416,28.576457,77.187895,8.35,1.0,5,31,0,True,False,False,False,True,False,True,False,False,False
2417,28.676445,77.054422,9.23,0.98,10,20,0,False,False,True,False,False,True,True,False,False,False
2418,28.607632,77.286509,5.43,1.68,5,43,0,False,False,True,False,True,False,True,False,False,False
2419,28.613818,77.084468,3.71,8.05,5,9,0,True,False,False,False,True,False,True,False,False,False
2420,28.646472,77.268858,5.76,1.36,5,44,0,False,False,True,False,True,False,True,False,False,False
2421,28.608903,77.123859,6.43,3.02,5,40,0,True,False,False,False,True,False,True,False,False,False
2422,28.656683,77.02714,4.97,9.21,30,37,0,False,True,False,True,False,False,True,False,False,False
2423,28.609769,77.075008,5.15,9.98,30,20,0,False,True,False,True,False,False,True,False,False,False
2424,28.690197,77.272526,1.0,6.72,5,39,15,True,False,False,False,True,False,False,False,False,True
2425,28.650364,77.29069,3.36,9.52,5,23,20,True,False,False,False,True,False,False,True,False,False
2426,28.638909,77.262521,6.1,9.79,30,8,15,False,True,False,True,False,False,False,False,False,True
2427,28.631393,77.28424,3.54,1.08,10,40,0,False,True,False,False,True,False,True,False,False,False
2428,28.591969,77.287785,5.88,4.09,10,43,0,True,False,False,False,False,True,True,False,False,False
2429,28.660343,77.066122,7.69,3.61,5,12,5,True,False,False,False,True,False,False,False,True,False
2430,28.668169,77.229645,7.44,1.24,15,39,0,False,False,True,True,False,False,True,False,False,False
2431,28.516469,77.226983,6.74,4.15,10,32,0,True,False,False,False,False,True,True,False,False,False
2432,28.579811,77.297721,5.76,4.66,5,28,15,True,False,False,False,True,False,False,False,False,True
2433,28.5497,77.036674,3.0,1.08,5,29,0,False,False,True,False,True,False,True,False,False,False
2434,28.635791,77.135172,6.67,6.99,15,11,0,False,False,True,True,False,False,True,False,False,False
2435,28.64026,77.127194,4.7,7.05,5,42,0,True,False,False,False,True,False,True,False,False,False
2436,28.69087,77.274412,1.0,4.65,5,8,15,True,False,False,False,True,False,False,False,False,True
2437,28.627313,77.300889,10.87,7.14,10,44,0,True,False,False,False,False,True,True,False,False,False
2438,28.697726,77.192276,5.92,1.34,5,28,0,True,False,False,False,True,False,True,False,False,False
2439,28.51655,77.140089,1.03,8.37,5,5,5,False,False,True,False,True,False,False,False,True,False
2440,28.626393,77.1077,5.63,2.71,5,17,0,True,False,False,False,True,False,True,False,False,False
2441,28.526986,77.154565,2.85,2.82,5,16,15,True,False,False,False,True,False,False,False,False,True
2442,28.536495,77.083034,7.22,3.44,30,17,20,False,True,False,True,False,False,False,True,False,False
2443,28.700846,77.126139,4.17,8.67,20,39,0,False,True,False,False,False,True,True,False,False,False
2444,28.611409,77.273675,2.32,4.44,5,8,5,True,False,False,False,True,False,False,False,True,False
2445,28.645605,77.065232,4.46,7.32,5,17,0,True,False,False,False,True,False,True,False,False,False
2446,28.64576,77.279467,9.0,6.95,5,13,0,True,False,False,False,True,False,True,False,False,False
2447,28.618909,77.16924,6.29,7.93,10,13,0,True,False,False,False,False,True,True,False,False,False
2448,28.58096,77.091751,6.96,9.69,5,17,5,True,False,False,False,True,False,False,False,True,False
2449,28.562913,77.298951,6.34,1.46,20,17,20,False,True,False,False,False,True,False,True,False,False
2450,28.613088,77.045006,2.69,8.64,5,19,5,True,False,False,False,True,False,False,False,True,False
2451,28.639191,77.286028,7.32,5.02,15,17,15,False,False,True,True,False,False,False,False,False,True
2452,28.65481,77.124166,9.31,3.56,30,32,15,False,True,False,True,False,False,False,False,False,True
2453,28.652612,77.230344,4.46,9.85,10,32,0,False,False,True,False,False,True,True,False,False,False
2454,28.675498,77.235481,3.52,8.36,15,35,0,False,False,True,True,False,False,True,False,False,False
2455,28.645065,77.236955,5.72,4.75,5,30,15,False,False,True,False,True,False,False,False,False,True
2456,28.605239,77.232839,4.72,6.32,5,31,0,True,False,False,False,True,False,True,False,False,False
2457,28.691289,77.269339,8.36,8.05,20,33,0,False,True,False,False,False,True,True,False,False,False
2458,28.540086,77.122234,4.6,9.86,15,31,0,False,False,True,True,False,False,True,False,False,False
